,sensitivity,specificity,inv_frac,delay_samples,window_width
879,0.002,1.0,6.0,50,160
880,0.002,1.0,6.5,50,160
881,0.002,1.0,7.0,50,160
882,0.002,1.0,7.5,50,160
883,0.002,1.0,8.0,50,160
884,0.0,1.0,0.0,75,160
885,0.576,1.0,0.5,75,160
886,1.0,0.0,1.0,75,160
887,1.0,0.811623246492986,1.5,75,160
888,0.974,0.9979959919839679,2.0,75,160
889,0.82,1.0,2.5,75,160
890,0.658,1.0,3.0,75,160
891,0.226,1.0,3.5,75,160
892,0.042,1.0,4.0,75,160
893,0.004,1.0,4.5,75,160
894,0.002,1.0,5.0,75,160
895,0.002,1.0,5.5,75,160
896,0.002,1.0,6.0,75,160
897,0.002,1.0,6.5,75,160
898,0.002,1.0,7.0,75,160
899,0.002,1.0,7.5,75,160
900,0.002,1.0,8.0,75,160
901,0.0,1.0,0.0,100,160
902,0.728,0.9939879759519038,0.5,100,160
903,1.0,0.0,1.0,100,160
904,1.0,0.6072144288577155,1.5,100,160
905,1.0,0.9919839679358717,2.0,100,160
906,0.958,0.9979959919839679,2.5,100,160
907,0.834,1.0,3.0,100,160
908,0.744,1.0,3.5,100,160
909,0.582,1.0,4.0,100,160
910,0.332,1.0,4.5,100,160
911,0.15,1.0,5.0,100,160
912,0.06,1.0,5.5,100,160
913,0.018,1.0,6.0,100,160
914,0.004,1.0,6.5,100,160
915,0.002,1.0,7.0,100,160
916,0.002,1.0,7.5,100,160
917,0.002,1.0,8.0,100,160
918,0.0,1.0,0.0,125,160
919,0.802,0.9799599198396793,0.5,125,160
920,1.0,0.0,1.0,125,160
921,1.0,0.42685370741482964,1.5,125,160
922,1.0,0.9819639278557114,2.0,125,160
923,0.998,0.9979959919839679,2.5,125,160
924,0.936,0.9979959919839679,3.0,125,160
925,0.832,1.0,3.5,125,160
926,0.724,1.0,4.0,125,160
927,0.59,1.0,4.5,125,160
928,0.42,1.0,5.0,125,160
929,0.246,1.0,5.5,125,160
930,0.136,1.0,6.0,125,160
931,0.062,1.0,6.5,125,160
932,0.026,1.0,7.0,125,160
933,0.008,1.0,7.5,125,160
934,0.002,1.0,8.0,125,160
935,0.0,1.0,0.0,150,160
936,0.88,0.9539078156312625,0.5,150,160
937,1.0,0.0,1.0,150,160
938,1.0,0.280561122244489,1.5,150,160
939,1.0,0.9659318637274549,2.0,150,160
940,1.0,0.9959919839679359,2.5,150,160
941,0.994,0.9979959919839679,3.0,150,160
942,0.896,0.9979959919839679,3.5,150,160
943,0.802,1.0,4.0,150,160
944,0.68,1.0,4.5,150,160
945,0.526,1.0,5.0,150,160
946,0.384,1.0,5.5,150,160
947,0.224,1.0,6.0,150,160
948,0.146,1.0,6.5,150,160
949,0.07,1.0,7.0,150,160
950,0.04,1.0,7.5,150,160
951,0.014,1.0,8.0,150,160
952,0.0,1.0,0.0,0,180
953,0.0,1.0,0.5,0,180
954,0.0,1.0,1.0,0,180
955,0.0,1.0,1.5,0,180
956,0.0,1.0,2.0,0,180
957,0.0,1.0,2.5,0,180
958,0.0,1.0,3.0,0,180
959,0.0,1.0,3.5,0,180
960,0.0,1.0,4.0,0,180
961,0.0,1.0,4.5,0,180
962,0.0,1.0,5.0,0,180
963,0.0,1.0,5.5,0,180
964,0.0,1.0,6.0,0,180
965,0.0,1.0,6.5,0,180
966,0.0,1.0,7.0,0,180
967,0.0,1.0,7.5,0,180
968,0.0,1.0,8.0,0,180
969,0.0,1.0,0.0,25,180
970,0.0,1.0,0.5,25,180
971,1.0,0.0,1.0,25,180
972,0.584,1.0,1.5,25,180
973,0.002,1.0,2.0,25,180
974,0.002,1.0,2.5,25,180
975,0.002,1.0,3.0,25,180
976,0.002,1.0,3.5,25,180
977,0.002,1.0,4.0,25,180
978,0.002,1.0,4.5,25,180
979,0.002,1.0,5.0,25,180
980,0.002,1.0,5.5,25,180
981,0.002,1.0,6.0,25,180
982,0.002,1.0,6.5,25,180
983,0.002,1.0,7.0,25,180
984,0.002,1.0,7.5,25,180
985,0.002,1.0,8.0,25,180
986,0.0,1.0,0.0,50,180
987,0.054,1.0,0.5,50,180
988,1.0,0.0,1.0,50,180
989,1.0,0.9819639278557114,1.5,50,180
990,0.732,1.0,2.0,50,180
991,0.062,1.0,2.5,50,180
992,0.002,1.0,3.0,50,180
993,0.002,1.0,3.5,50,180
994,0.002,1.0,4.0,50,180
995,0.002,1.0,4.5,50,180
996,0.002,1.0,5.0,50,180
997,0.002,1.0,5.5,50,180
998,0.002,1.0,6.0,50,180
999,0.002,1.0,6.5,50,180
1000,0.002,1.0,7.0,50,180
1001,0.002,1.0,7.5,50,180
1002,0.002,1.0,8.0,50,180
1003,0.0,1.0,0.0,75,180
1004,0.448,1.0,0.5,75,180
1005,1.0,0.0,1.0,75,180
1006,1.0,0.9098196392785571,1.5,75,180
1007,0.956,1.0,2.0,75,180
1008,0.778,1.0,2.5,75,180
1009,0.476,1.0,3.0,75,180
1010,0.13,1.0,3.5,75,180
1011,0.01,1.0,4.0,75,180
1012,0.002,1.0,4.5,75,180
1013,0.002,1.0,5.0,75,180
1014,0.002,1.0,5.5,75,180
1015,0.002,1.0,6.0,75,180
1016,0.002,1.0,6.5,75,180
1017,0.002,1.0,7.0,75,180
1018,0.002,1.0,7.5,75,180
1019,0.002,1.0,8.0,75,180
1020,0.0,1.0,0.0,100,180
1021,0.698,1.0,0.5,100,180
1022,1.0,0.0,1.0,100,180
1023,1.0,0.781563126252505,1.5,100,180
1024,1.0,0.9979959919839679,2.0,100,180
1025,0.918,0.9979959919839679,2.5,100,180
1026,0.788,1.0,3.0,100,180
1027,0.646,1.0,3.5,100,180
1028,0.398,1.0,4.0,100,180
1029,0.178,1.0,4.5,100,180
1030,0.082,1.0,5.0,100,180
1031,0.02,1.0,5.5,100,180
1032,0.002,1.0,6.0,100,180
1033,0.002,1.0,6.5,100,180
1034,0.002,1.0,7.0,100,180
1035,0.002,1.0,7.5,100,180
1036,0.002,1.0,8.0,100,180
1037,0.0,1.0,0.0,125,180
1038,0.758,0.9959919839679359,0.5,125,180
1039,1.0,0.0,1.0,125,180
1040,1.0,0.655310621242485,1.5,125,180
1041,1.0,0.9939879759519038,2.0,125,180
1042,0.986,0.9979959919839679,2.5,125,180
1043,0.876,1.0,3.0,125,180
1044,0.766,1.0,3.5,125,180
1045,0.632,1.0,4.0,125,180
1046,0.436,1.0,4.5,125,180
1047,0.244,1.0,5.0,125,180
1048,0.128,1.0,5.5,125,180
1049,0.052,1.0,6.0,125,180
